                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.6051,                 1.1515,                 1.2857,                0.48803,                0.39891,                0.36961,                0.12854,                 2.5909,                 2.0153,                 2.0791,               0.001039,               0.001039,               0.001039
                    144,                 1.5168,                 1.0812,                 1.2512,                0.55854,                0.35519,                0.37192,                0.12956,                 2.5469,                  2.007,                 2.0828,              0.0010081,              0.0010081,              0.0010081
                    145,                 1.6504,                 1.1721,                  1.306,                0.49337,                0.42623,                 0.4018,                0.14043,                 2.4979,                 1.9756,                 2.0361,             0.00097752,             0.00097752,             0.00097752
                    146,                 1.5721,                 1.1451,                 1.2837,                0.54291,                0.38798,                0.36845,                0.13006,                 2.5824,                 2.0612,                 2.0991,             0.00094738,             0.00094738,             0.00094738
                    147,                 1.5464,                 1.1411,                 1.2766,                0.65353,                0.34426,                 0.3967,                 0.1373,                 2.5398,                 2.0464,                 2.0664,             0.00091762,             0.00091762,             0.00091762
                    148,                 1.5775,                  1.136,                 1.2688,                0.57338,                0.40394,                0.40565,                0.14657,                 2.5134,                 1.9453,                 2.0699,             0.00088825,             0.00088825,             0.00088825
                    149,                 1.5354,                    1.1,                 1.2888,                0.62261,                0.38766,                0.38174,                0.14198,                 2.4453,                  1.973,                 2.0288,             0.00085929,             0.00085929,             0.00085929
                    150,                 1.5305,                 1.1065,                 1.2579,                0.52631,                0.37158,                0.37976,                0.13436,                 2.5305,                 2.0068,                  2.082,             0.00083075,             0.00083075,             0.00083075
                    151,                 1.5281,                 1.0874,                 1.2485,                0.59888,                0.38798,                0.40437,                0.13812,                 2.5177,                 1.9821,                 2.0538,             0.00080262,             0.00080262,             0.00080262
                    152,                 1.5201,                 1.0941,                 1.2619,                0.44616,                0.44809,                0.40451,                0.14288,                 2.5341,                 1.9745,                 2.0715,             0.00077491,             0.00077491,             0.00077491
                    153,                 1.5099,                 1.0891,                 1.2787,                 0.4801,                0.44809,                0.40862,                0.13461,                 2.5368,                 1.9802,                 2.1002,             0.00074764,             0.00074764,             0.00074764
                    154,                 1.5451,                 1.0708,                 1.2744,                0.57784,                0.40984,                 0.4306,                0.14104,                 2.5442,                 1.9768,                  2.068,              0.0007208,              0.0007208,              0.0007208
                    155,                 1.5482,                 1.1125,                 1.2576,                0.66068,                0.38798,                0.40776,                 0.1379,                  2.571,                 1.9985,                 2.0784,             0.00069441,             0.00069441,             0.00069441
                    156,                 1.5207,                 1.0477,                 1.2351,                0.45336,                0.48634,                0.39841,                0.14405,                 2.5491,                 2.0043,                 2.0786,             0.00066848,             0.00066848,             0.00066848
                    157,                 1.5783,                 1.1157,                 1.3147,                0.66262,                0.34426,                0.39198,                0.13159,                 2.5555,                 2.1134,                 2.1079,               0.000643,               0.000643,               0.000643
                    158,                  1.557,                 1.1053,                 1.2468,                0.52576,                0.44809,                0.39411,                0.13506,                 2.5002,                 1.9832,                 2.0586,             0.00061798,             0.00061798,             0.00061798
                    159,                 1.4719,                 1.0761,                 1.2303,                0.61782,                0.37705,                0.39112,                0.12973,                 2.5472,                 2.0157,                 2.1018,             0.00059343,             0.00059343,             0.00059343
                    160,                 1.4721,                  1.051,                 1.2413,                 0.5928,                0.39891,                0.40587,                0.13661,                 2.5406,                 1.9879,                 2.1102,             0.00056937,             0.00056937,             0.00056937
                    161,                 1.4942,                 1.0561,                 1.2324,                0.59503,                0.39344,                0.39268,                0.13964,                  2.533,                 2.0421,                 2.0965,             0.00054578,             0.00054578,             0.00054578
                    162,                 1.5118,                 1.0855,                 1.2655,                0.58305,                0.38251,                0.39175,                0.13739,                 2.5648,                 2.0193,                 2.1153,             0.00052268,             0.00052268,             0.00052268
                    163,                 1.4775,                 1.0722,                 1.2382,                0.61105,                0.38798,                 0.4064,                0.13865,                 2.5176,                 1.9695,                 2.0933,             0.00050008,             0.00050008,             0.00050008
                    164,                 1.5294,                 1.0782,                  1.248,                0.56063,                0.43169,                0.41535,                0.14716,                 2.4923,                 1.9234,                 2.0366,             0.00047798,             0.00047798,             0.00047798
                    165,                 1.4952,                 1.0477,                 1.2163,                 0.4784,                0.42623,                0.40427,                0.13709,                 2.5682,                 2.0186,                 2.0842,             0.00045638,             0.00045638,             0.00045638
                    166,                 1.4447,                 1.0193,                 1.2248,                0.58702,                0.40984,                 0.4064,                0.14252,                 2.5669,                 2.0372,                 2.0946,             0.00043529,             0.00043529,             0.00043529
                    167,                 1.4321,                 1.0009,                 1.2083,                 0.6369,                0.38798,                0.39683,                0.14632,                 2.5946,                 2.0031,                 2.1185,             0.00041472,             0.00041472,             0.00041472
                    168,                 1.4961,                 1.0512,                 1.2256,                0.55188,                0.43716,                0.40702,                0.13946,                  2.572,                 1.9581,                 2.1079,             0.00039466,             0.00039466,             0.00039466
                    169,                 1.5219,                 1.1207,                 1.2753,                0.60433,                0.40984,                0.40713,                0.14313,                 2.5408,                 1.9219,                 2.0957,             0.00037514,             0.00037514,             0.00037514
                    170,                 1.4796,                 1.0707,                  1.247,                0.49237,                0.46995,                0.40528,                0.14456,                 2.5118,                 1.9581,                 2.0901,             0.00035614,             0.00035614,             0.00035614
                    171,                 1.4385,                0.98945,                 1.2012,                0.48739,                0.44809,                0.40323,                0.13773,                 2.5634,                 2.0062,                 2.1031,             0.00033768,             0.00033768,             0.00033768
                    172,                 1.4887,                 1.0636,                 1.2232,                0.51924,                0.44809,                0.42422,                0.14286,                 2.5434,                 1.9853,                 2.0937,             0.00031976,             0.00031976,             0.00031976
                    173,                 1.4702,                 1.0118,                 1.2244,                0.59965,                0.40984,                0.42188,                0.14673,                 2.4929,                 1.9269,                 2.0621,             0.00030238,             0.00030238,             0.00030238
                    174,                 1.4718,                 1.0711,                 1.2343,                0.55952,                0.44262,                0.42407,                0.14562,                 2.4786,                 1.9735,                 2.0727,             0.00028555,             0.00028555,             0.00028555
                    175,                   1.47,                 1.0575,                 1.2578,                0.53979,                0.44809,                0.40286,                0.14209,                 2.4895,                 2.0333,                 2.0758,             0.00026928,             0.00026928,             0.00026928
                    176,                 1.4888,                 1.0425,                 1.2452,                0.53267,                0.41108,                0.38924,                0.13487,                 2.4997,                 2.0338,                 2.0823,             0.00025356,             0.00025356,             0.00025356
                    177,                 1.4197,                 1.0074,                 1.2105,                0.54875,                0.42077,                0.40204,                0.13912,                  2.536,                 1.9866,                  2.102,              0.0002384,              0.0002384,              0.0002384
                    178,                 1.4509,                 1.0609,                 1.2458,                0.62919,                0.37158,                0.39463,                0.13667,                  2.587,                  2.035,                  2.134,              0.0002238,              0.0002238,              0.0002238
                    179,                 1.4447,                 1.0341,                 1.2251,                0.50031,                 0.4153,                0.37332,                0.12998,                 2.6267,                 2.0932,                 2.1478,             0.00020978,             0.00020978,             0.00020978
                    180,                 1.4569,                 1.0142,                 1.2125,                0.56598,                0.39891,                0.38569,                 0.1371,                 2.6064,                 2.0332,                 2.1484,             0.00019632,             0.00019632,             0.00019632
                    181,                 1.4568,                 1.0624,                  1.253,                0.59649,                0.39891,                0.40311,                0.13802,                 2.5576,                   2.01,                 2.1164,             0.00018344,             0.00018344,             0.00018344
                    182,                 1.4435,                 1.0205,                 1.2016,                0.59687,                0.37158,                0.38792,                0.13436,                 2.5711,                 2.0692,                 2.1174,             0.00017114,             0.00017114,             0.00017114
                    183,                 1.3716,                 1.0032,                 1.2135,                0.53669,                0.42077,                0.39602,                 0.1386,                 2.5856,                 2.0562,                 2.1256,             0.00015941,             0.00015941,             0.00015941
                    184,                 1.4799,                 1.0161,                 1.2267,                0.52435,                0.45902,                0.41805,                0.14512,                 2.5988,                 2.0272,                 2.1365,             0.00014827,             0.00014827,             0.00014827
                    185,                 1.4413,                 1.0186,                 1.2417,                0.56582,                 0.4153,                0.39276,                0.13589,                 2.5839,                  2.016,                 2.1256,             0.00013772,             0.00013772,             0.00013772
                    186,                 1.4373,                 1.0136,                 1.2126,                0.58008,                0.42623,                0.40323,                0.13493,                 2.5919,                 2.0208,                 2.1273,             0.00012776,             0.00012776,             0.00012776
                    187,                 1.4309,                 1.0108,                 1.2012,                0.57446,                0.40984,                0.39405,                0.13498,                 2.5968,                 1.9931,                  2.135,             0.00011838,             0.00011838,             0.00011838
                    188,                 1.3772,                0.99052,                 1.1993,                0.56619,                0.40984,                0.38159,                0.13336,                 2.5795,                 1.9878,                 2.1307,             0.00010961,             0.00010961,             0.00010961
                    189,                 1.4372,                 1.0277,                 1.2288,                0.55968,                0.44262,                0.38874,                 0.1343,                  2.561,                 2.0119,                 2.1163,             0.00010142,             0.00010142,             0.00010142
