epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
54,431.816,2.79142,2.78089,1.96165,0.03536,0.21255,0.14754,0.10576,0.03681,2.85198,2.88527,2.20215,0,0.00419071,0.00419071,0.00419071,0.000419071
55,437.39,2.72781,2.78759,2.03477,0.0352,0.22756,0.13661,0.10943,0.03732,2.93649,2.89012,2.23651,0,0.00416175,0.00416175,0.00416175,0.000416175
56,442.755,2.75571,2.69833,2.00487,0.03488,0.3119,0.14119,0.10624,0.03245,2.837,2.98069,2.1952,0,0.00413238,0.00413238,0.00413238,0.000413238
57,448.615,2.76985,2.71056,1.98136,0.03475,0.28098,0.16393,0.13026,0.04549,2.82351,2.88677,2.15821,0,0.00410262,0.00410262,0.00410262,0.000410262
58,454.49,2.69627,2.66008,1.91173,0.03455,0.24216,0.1694,0.1341,0.04014,2.76818,2.8122,2.1618,0,0.00407248,0.00407248,0.00407248,0.000407248
59,459.496,2.68759,2.62404,1.95682,0.03435,0.258,0.15301,0.12728,0.04319,2.79015,2.85891,2.19324,0,0.00404194,0.00404194,0.00404194,0.000404194
60,465.312,2.75368,2.69101,2.0092,0.03354,0.27527,0.15568,0.14222,0.05455,2.7604,2.77556,2.14382,0,0.00401104,0.00401104,0.00401104,0.000401104
61,471.031,2.76843,2.65885,1.99408,0.03266,0.33849,0.14754,0.1506,0.05826,2.66091,2.97624,2.14333,0,0.00397977,0.00397977,0.00397977,0.000397977
62,476.245,2.7131,2.65041,1.95581,0.03247,0.17919,0.15847,0.11393,0.03752,2.74821,2.96002,2.10254,0,0.00394814,0.00394814,0.00394814,0.000394814
63,481.922,2.67049,2.61801,1.90132,0.0323,0.26556,0.16393,0.14804,0.04886,2.72634,2.83318,2.10454,0,0.00391616,0.00391616,0.00391616,0.000391616
64,487.111,2.66626,2.68038,1.94263,0.03206,0.39368,0.18033,0.16406,0.05873,2.65265,2.80953,2.09558,0,0.00388383,0.00388383,0.00388383,0.000388383
65,492.717,2.61412,2.54374,1.89794,0.03176,0.41223,0.15847,0.16573,0.05488,2.69497,2.818,2.07589,0,0.00385117,0.00385117,0.00385117,0.000385117
66,498.724,2.61312,2.49544,1.84212,0.03165,0.50035,0.13661,0.15647,0.05195,2.72727,2.85418,2.11387,0,0.00381818,0.00381818,0.00381818,0.000381818
67,504.472,2.70381,2.59499,1.90049,0.03134,0.29162,0.18033,0.16287,0.06044,2.7285,2.7381,2.12552,0,0.00378488,0.00378488,0.00378488,0.000378488
68,509.479,2.61732,2.58035,1.91842,0.03126,0.33999,0.17453,0.16104,0.05652,2.70196,2.80424,2.10391,0,0.00375126,0.00375126,0.00375126,0.000375126
69,515.637,2.59414,2.51895,1.8112,0.03089,0.50336,0.16617,0.17031,0.06127,2.72105,2.72702,2.07806,0,0.00371734,0.00371734,0.00371734,0.000371734
70,521.509,2.52028,2.39035,1.8256,0.03066,0.36736,0.21858,0.1944,0.06457,2.64198,2.63559,2.04873,0,0.00368313,0.00368313,0.00368313,0.000368313
71,528.267,2.59931,2.52265,1.91331,0.03047,0.35394,0.18263,0.19454,0.06037,2.72092,2.58908,2.09377,0,0.00364863,0.00364863,0.00364863,0.000364863
72,533.626,2.56672,2.42402,1.85305,0.03022,0.51193,0.18917,0.20006,0.06878,2.65804,2.64873,2.09608,0,0.00361385,0.00361385,0.00361385,0.000361385
73,538.77,2.52992,2.49415,1.88247,0.03005,0.48761,0.20219,0.20171,0.07751,2.67998,2.7445,2.07336,0,0.0035788,0.0035788,0.0035788,0.00035788
74,543.49,2.59761,2.45532,1.88739,0.02973,0.46786,0.1694,0.18249,0.058,2.69947,2.78381,2.09891,0,0.0035435,0.0035435,0.0035435,0.00035435
75,548.76,2.62906,2.47233,1.86746,0.02956,0.32132,0.20219,0.20951,0.06546,2.71514,2.6858,2.07501,0,0.00350794,0.00350794,0.00350794,0.000350794
76,553.666,2.50731,2.4404,1.8093,0.02929,0.33659,0.18033,0.17986,0.05813,2.68611,2.67453,2.06654,0,0.00347214,0.00347214,0.00347214,0.000347214
