                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.96505,                0.49393,                0.90364,                0.78111,                0.56263,                0.62853,                0.28511,                 2.0654,                 1.4453,                 1.4738,             0.00088825,             0.00088825,             0.00088825
                    149,                0.96584,                0.49356,                0.90623,                0.78394,                0.56051,                0.62827,                0.28523,                 2.0672,                  1.447,                 1.4742,             0.00085929,             0.00085929,             0.00085929
                    150,                0.96419,                0.49491,                0.90509,                0.78899,                0.55732,                0.62807,                0.28541,                 2.0656,                 1.4481,                  1.474,             0.00083075,             0.00083075,             0.00083075
                    151,                0.95621,                0.49007,                0.90185,                0.78759,                0.55893,                0.62742,                 0.2855,                 2.0648,                 1.4501,                 1.4718,             0.00080262,             0.00080262,             0.00080262
                    152,                 0.9529,                0.48779,                0.90397,                0.80312,                0.55308,                0.62823,                0.28631,                 2.0663,                 1.4534,                 1.4748,             0.00077491,             0.00077491,             0.00077491
                    153,                0.95031,                0.48957,                0.89994,                0.79733,                0.55626,                0.62739,                0.28514,                 2.0657,                 1.4539,                 1.4726,             0.00074764,             0.00074764,             0.00074764
                    154,                0.93722,                0.48521,                0.89536,                0.79601,                0.55508,                0.62753,                0.28631,                 2.0669,                 1.4529,                 1.4738,              0.0007208,              0.0007208,              0.0007208
                    155,                0.93416,                0.47978,                0.89774,                0.79807,                0.55802,                0.63102,                0.28651,                 2.0677,                 1.4546,                 1.4739,             0.00069441,             0.00069441,             0.00069441
                    156,                0.94091,                0.48544,                0.90332,                0.79432,                0.55755,                 0.6306,                0.28578,                 2.0697,                 1.4565,                 1.4749,             0.00066848,             0.00066848,             0.00066848
                    157,                0.93614,                0.47629,                0.89906,                0.79262,                0.55839,                0.63043,                0.28652,                 2.0702,                  1.455,                 1.4752,               0.000643,               0.000643,               0.000643
                    158,                0.92041,                0.48006,                0.89358,                0.79484,                0.55839,                0.63175,                0.28656,                 2.0729,                 1.4564,                 1.4776,             0.00061798,             0.00061798,             0.00061798
                    159,                0.92961,                0.47354,                 0.8964,                0.79474,                0.55626,                0.62672,                0.28696,                 2.0727,                 1.4582,                 1.4777,             0.00059343,             0.00059343,             0.00059343
                    160,                0.93362,                0.47913,                0.89966,                0.80066,                0.55945,                0.63043,                0.28659,                 2.0744,                 1.4582,                 1.4792,             0.00056937,             0.00056937,             0.00056937
                    161,                0.93456,                0.47882,                0.89614,                0.80171,                0.55945,                 0.6311,                0.28754,                 2.0764,                 1.4586,                 1.4812,             0.00054578,             0.00054578,             0.00054578
                    162,                0.92017,                0.47455,                 0.8928,                0.80114,                0.55945,                0.63119,                0.28801,                 2.0767,                 1.4603,                 1.4819,             0.00052268,             0.00052268,             0.00052268
                    163,                0.91731,                0.47463,                0.89583,                0.79794,                0.55754,                0.63081,                0.28809,                 2.0778,                 1.4615,                  1.483,             0.00050008,             0.00050008,             0.00050008
                    164,                0.92987,                0.47591,                0.89728,                0.79494,                0.55967,                0.63203,                0.28808,                 2.0784,                 1.4636,                 1.4841,             0.00047798,             0.00047798,             0.00047798
                    165,                0.92023,                0.47301,                0.89236,                0.79189,                0.55744,                0.62822,                0.28788,                 2.0789,                 1.4636,                 1.4848,             0.00045638,             0.00045638,             0.00045638
                    166,                0.91181,                0.47129,                0.89065,                0.79191,                 0.5575,                0.62991,                0.28855,                 2.0769,                 1.4651,                 1.4845,             0.00043529,             0.00043529,             0.00043529
                    167,                0.91273,                0.46561,                0.89443,                0.79033,                0.55626,                0.62787,                0.28753,                 2.0779,                  1.465,                 1.4851,             0.00041472,             0.00041472,             0.00041472
                    168,                0.90497,                0.46335,                0.89087,                0.79358,                0.55506,                0.62905,                 0.2883,                 2.0785,                  1.468,                 1.4862,             0.00039466,             0.00039466,             0.00039466
                    169,                0.90466,                0.46439,                0.88977,                0.79349,                 0.5552,                0.62894,                0.28843,                 2.0786,                 1.4688,                 1.4869,             0.00037514,             0.00037514,             0.00037514
                    170,                0.91077,                0.46209,                0.89568,                0.78972,                0.55019,                0.62502,                0.28793,                   2.08,                 1.4682,                 1.4884,             0.00035614,             0.00035614,             0.00035614
                    171,                0.89982,                0.45841,                0.89304,                0.79457,                0.54989,                0.62466,                0.28738,                 2.0798,                 1.4688,                 1.4883,             0.00033768,             0.00033768,             0.00033768
                    172,                0.90528,                0.46356,                0.89001,                0.79876,                0.55196,                0.62916,                0.28763,                 2.0813,                 1.4704,                 1.4901,             0.00031976,             0.00031976,             0.00031976
                    173,                 0.9049,                0.46196,                0.89063,                 0.7936,                0.55101,                0.62508,                 0.2873,                 2.0812,                 1.4717,                 1.4904,             0.00030238,             0.00030238,             0.00030238
                    174,                0.90743,                0.46096,                0.88855,                 0.7954,                0.55202,                0.62461,                0.28718,                 2.0816,                 1.4732,                 1.4916,             0.00028555,             0.00028555,             0.00028555
                    175,                0.90328,                0.46098,                0.88793,                0.79175,                0.55096,                0.62342,                0.28727,                 2.0814,                 1.4729,                 1.4926,             0.00026928,             0.00026928,             0.00026928
                    176,                0.90357,                0.45825,                 0.8883,                0.79017,                0.55096,                0.62304,                0.28619,                  2.082,                  1.475,                 1.4923,             0.00025356,             0.00025356,             0.00025356
                    177,                0.90449,                0.46314,                0.88885,                0.78997,                0.55096,                0.62276,                0.28609,                 2.0817,                  1.475,                 1.4927,              0.0002384,              0.0002384,              0.0002384
                    178,                0.89438,                0.45373,                0.88839,                0.78809,                0.55096,                0.62227,                0.28622,                 2.0816,                 1.4755,                 1.4932,              0.0002238,              0.0002238,              0.0002238
                    179,                0.89008,                 0.4565,                0.88762,                0.78828,                0.55096,                0.62212,                0.28547,                 2.0821,                 1.4766,                 1.4945,             0.00020978,             0.00020978,             0.00020978
                    180,                0.89402,                 0.4546,                0.89179,                0.79078,                0.54989,                0.62265,                0.28519,                 2.0828,                 1.4763,                 1.4953,             0.00019632,             0.00019632,             0.00019632
                    181,                0.88953,                 0.4564,                 0.8891,                0.79067,                0.55202,                0.62384,                0.28545,                 2.0834,                 1.4768,                  1.496,             0.00018344,             0.00018344,             0.00018344
                    182,                0.88894,                0.45669,                0.88757,                0.78718,                0.54989,                0.62202,                0.28456,                 2.0833,                 1.4767,                 1.4965,             0.00017114,             0.00017114,             0.00017114
                    183,                0.89449,                 0.4548,                0.88943,                0.78781,                0.54989,                0.62362,                0.28442,                 2.0843,                 1.4764,                 1.4968,             0.00015941,             0.00015941,             0.00015941
                    184,                0.88357,                0.45197,                0.89142,                0.78742,                 0.5505,                0.62304,                0.28437,                 2.0843,                 1.4748,                 1.4974,             0.00014827,             0.00014827,             0.00014827
                    185,                0.87793,                0.45055,                0.88418,                0.78918,                0.54989,                0.62324,                0.28457,                 2.0849,                 1.4767,                 1.4983,             0.00013772,             0.00013772,             0.00013772
                    186,                0.88238,                0.44465,                0.88687,                0.78994,                0.54989,                0.62323,                0.28448,                 2.0862,                 1.4759,                 1.4989,             0.00012776,             0.00012776,             0.00012776
                    187,                0.88034,                 0.4529,                0.88482,                0.79478,                0.55092,                0.62516,                0.28424,                 2.0876,                  1.475,                 1.5002,             0.00011838,             0.00011838,             0.00011838
                    188,                0.87989,                0.44906,                  0.886,                0.79307,                0.54924,                0.62332,                0.28362,                 2.0883,                 1.4743,                  1.501,             0.00010961,             0.00010961,             0.00010961
                    189,                0.88465,                0.45177,                0.88553,                0.79434,                0.55096,                0.62531,                0.28387,                 2.0884,                 1.4758,                 1.5014,             0.00010142,             0.00010142,             0.00010142
                    190,                0.88788,                0.45411,                0.88609,                0.79327,                0.55096,                0.62498,                0.28461,                 2.0882,                 1.4743,                 1.5016,             9.3839e-05,             9.3839e-05,             9.3839e-05
                    191,                0.93586,                0.47649,                 0.9175,                0.79861,                0.54989,                0.62413,                0.28446,                 2.0882,                 1.4751,                 1.5011,             8.6854e-05,             8.6854e-05,             8.6854e-05
                    192,                0.88561,                0.43551,                0.90808,                0.79976,                0.54883,                0.62441,                0.28483,                 2.0879,                 1.4739,                 1.5018,             8.0471e-05,             8.0471e-05,             8.0471e-05
                    193,                0.87258,                0.43276,                0.90417,                0.77707,                0.55504,                0.62416,                0.28537,                 2.0887,                 1.4737,                  1.503,             7.4691e-05,             7.4691e-05,             7.4691e-05
                    194,                0.85865,                 0.4266,                0.90195,                0.76354,                0.56559,                 0.6239,                0.28569,                 2.0883,                 1.4736,                 1.5034,             6.9516e-05,             6.9516e-05,             6.9516e-05
                    195,                 0.8483,                0.42298,                0.89561,                0.76274,                0.56582,                0.62431,                0.28491,                 2.0893,                 1.4711,                 1.5053,             6.4947e-05,             6.4947e-05,             6.4947e-05
                    196,                 0.8508,                0.42261,                0.89769,                0.76868,                0.56088,                0.62498,                0.28557,                 2.0903,                 1.4724,                 1.5064,             6.0984e-05,             6.0984e-05,             6.0984e-05
                    197,                0.84687,                0.42369,                0.89566,                0.76874,                0.56108,                0.62518,                0.28518,                 2.0928,                 1.4756,                 1.5082,              5.763e-05,              5.763e-05,              5.763e-05
                    198,                0.85246,                0.42336,                 0.8983,                0.76658,                0.56369,                0.62541,                0.28503,                 2.0931,                 1.4734,                 1.5088,             5.4884e-05,             5.4884e-05,             5.4884e-05
                    199,                0.84253,                0.41496,                0.89654,                0.76839,                0.56369,                0.62657,                0.28558,                 2.0936,                 1.4734,                 1.5091,             5.2748e-05,             5.2748e-05,             5.2748e-05
                    200,                0.84157,                0.41925,                0.89554,                0.76959,                0.55839,                0.62603,                0.28515,                 2.0937,                 1.4721,                 1.5093,             5.1221e-05,             5.1221e-05,             5.1221e-05
