               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.060453,            0.011748,                   0,              0.4977,             0.37902,              0.3743,             0.12479,            0.065487,            0.008587,                   0,          0.00086675,          0.00086675,          0.00086675
                 169,            0.061917,            0.011079,                   0,             0.49813,             0.37705,             0.37875,             0.11506,             0.06502,           0.0085276,                   0,            0.000842,            0.000842,            0.000842
                 170,            0.061043,            0.011265,                   0,             0.57369,             0.34426,             0.38651,             0.12569,            0.066068,           0.0084646,                   0,          0.00081725,          0.00081725,          0.00081725
                 171,            0.060183,            0.011203,                   0,             0.45605,             0.38251,              0.3738,             0.11887,            0.067284,           0.0084902,                   0,           0.0007925,           0.0007925,           0.0007925
                 172,            0.059568,            0.011035,                   0,             0.55205,             0.34345,             0.36314,             0.11939,            0.067408,           0.0084982,                   0,          0.00076775,          0.00076775,          0.00076775
                 173,            0.058663,            0.010847,                   0,             0.57745,             0.31148,             0.37948,             0.13127,              0.0652,           0.0085231,                   0,            0.000743,            0.000743,            0.000743
                 174,            0.058715,             0.01083,                   0,             0.53931,             0.30066,               0.328,            0.096803,            0.065958,           0.0089882,                   0,          0.00071825,          0.00071825,          0.00071825
                 175,            0.059386,            0.010345,                   0,             0.60135,             0.36612,             0.40038,             0.12564,            0.065385,           0.0085253,                   0,           0.0006935,           0.0006935,           0.0006935
                 176,            0.059464,            0.010929,                   0,             0.53347,             0.38798,             0.41287,             0.12572,            0.065914,           0.0085026,                   0,          0.00066875,          0.00066875,          0.00066875
                 177,              0.0593,            0.011285,                   0,             0.51064,             0.36494,              0.3743,             0.12433,            0.065376,           0.0086909,                   0,            0.000644,            0.000644,            0.000644
                 178,            0.059867,            0.010114,                   0,             0.43551,             0.37705,             0.36669,             0.12742,            0.064961,           0.0084381,                   0,          0.00061925,          0.00061925,          0.00061925
                 179,            0.059683,            0.010847,                   0,             0.47921,              0.3388,             0.33262,             0.11759,            0.065916,           0.0086597,                   0,           0.0005945,           0.0005945,           0.0005945
                 180,            0.057547,            0.011799,                   0,             0.56912,             0.32787,             0.37702,             0.12321,             0.06472,           0.0086132,                   0,          0.00056975,          0.00056975,          0.00056975
                 181,            0.058423,             0.01113,                   0,             0.55611,             0.31148,             0.34602,             0.10817,            0.066808,           0.0085937,                   0,            0.000545,            0.000545,            0.000545
                 182,            0.059224,            0.010091,                   0,              0.5788,             0.36612,              0.4043,             0.12729,            0.066242,           0.0085937,                   0,          0.00052025,          0.00052025,          0.00052025
                 183,            0.058977,            0.010887,                   0,              0.5879,             0.36612,              0.4044,             0.13524,            0.066241,           0.0085489,                   0,           0.0004955,           0.0004955,           0.0004955
                 184,            0.057876,            0.010674,                   0,             0.51275,             0.36066,             0.39093,             0.12817,            0.065763,           0.0084557,                   0,          0.00047075,          0.00047075,          0.00047075
                 185,            0.060014,             0.01171,                   0,             0.46552,             0.39344,             0.39442,             0.12865,              0.0643,            0.008376,                   0,            0.000446,            0.000446,            0.000446
                 186,            0.057624,            0.011096,                   0,             0.53806,             0.37554,             0.38954,             0.12752,            0.064609,           0.0085832,                   0,          0.00042125,          0.00042125,          0.00042125
                 187,            0.058604,            0.011182,                   0,             0.54896,             0.36066,             0.40165,             0.13079,            0.066078,           0.0082806,                   0,           0.0003965,           0.0003965,           0.0003965
                 188,            0.058763,            0.010933,                   0,             0.52396,             0.37705,             0.39555,             0.12311,            0.067456,           0.0083431,                   0,          0.00037175,          0.00037175,          0.00037175
                 189,            0.057429,            0.011003,                   0,             0.57034,             0.40437,             0.41845,               0.127,            0.066373,           0.0086362,                   0,            0.000347,            0.000347,            0.000347
                 190,             0.05753,            0.010315,                   0,             0.51788,             0.39891,             0.39659,             0.12258,            0.066492,           0.0084572,                   0,          0.00032225,          0.00032225,          0.00032225
                 191,            0.057482,            0.010511,                   0,             0.52211,             0.38798,             0.39753,             0.13696,            0.066227,           0.0083344,                   0,           0.0002975,           0.0002975,           0.0002975
                 192,            0.058757,            0.010556,                   0,             0.54388,             0.40437,             0.40448,             0.13461,             0.06546,           0.0083836,                   0,          0.00027275,          0.00027275,          0.00027275
                 193,            0.057209,           0.0098587,                   0,             0.49132,             0.39344,             0.39699,             0.12499,            0.066193,           0.0084697,                   0,            0.000248,            0.000248,            0.000248
                 194,            0.055905,            0.010027,                   0,             0.47889,              0.4153,             0.38993,             0.13119,            0.065552,           0.0083544,                   0,          0.00022325,          0.00022325,          0.00022325
                 195,            0.058257,            0.010335,                   0,             0.54032,             0.39891,             0.39533,             0.12969,            0.064895,           0.0083892,                   0,           0.0001985,           0.0001985,           0.0001985
                 196,            0.056407,            0.010818,                   0,             0.48095,             0.40508,             0.38867,              0.1283,            0.065212,           0.0083758,                   0,          0.00017375,          0.00017375,          0.00017375
                 197,            0.057235,             0.01111,                   0,             0.53268,             0.40437,             0.39935,             0.13184,            0.064655,           0.0084001,                   0,            0.000149,            0.000149,            0.000149
                 198,            0.060366,            0.010926,                   0,             0.52006,             0.39674,             0.40268,             0.12854,            0.065246,           0.0083742,                   0,          0.00012425,          0.00012425,          0.00012425
                 199,            0.056975,            0.010535,                   0,             0.52107,             0.39891,             0.40659,             0.13104,            0.065093,             0.00836,                   0,            9.95e-05,            9.95e-05,            9.95e-05
