epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
152,9803.38,1.10883,0.61754,0.94692,0.0045,0.76478,0.63163,0.67325,0.30058,1.9652,1.24292,1.36354,0,0.000747637,0.000747637,0.000747637,7.47637e-05
153,9866.38,1.10288,0.61569,0.94891,0.00442,0.76358,0.63057,0.6738,0.30132,1.96624,1.24436,1.36461,0,0.000720803,0.000720803,0.000720803,7.20803e-05
154,9930.02,1.09715,0.61777,0.94793,0.00436,0.76742,0.63163,0.67368,0.30138,1.96648,1.24337,1.36474,0,0.000694413,0.000694413,0.000694413,6.94413e-05
155,9991.34,1.10243,0.61716,0.94762,0.00429,0.76496,0.62879,0.67285,0.30086,1.9669,1.24365,1.36542,0,0.000668475,0.000668475,0.000668475,6.68475e-05
156,10052.8,1.09793,0.61599,0.94523,0.00422,0.76744,0.62951,0.67367,0.30099,1.96748,1.24336,1.36619,0,0.000642995,0.000642995,0.000642995,6.42995e-05
157,10114.7,1.09696,0.61377,0.94309,0.00415,0.76434,0.62633,0.6719,0.30114,1.96808,1.24426,1.3669,0,0.00061798,0.00061798,0.00061798,6.1798e-05
158,10180.5,1.09505,0.60707,0.94288,0.00408,0.75737,0.62633,0.66912,0.30048,1.96938,1.2452,1.36792,0,0.000593435,0.000593435,0.000593435,5.93435e-05
159,10243.9,1.08352,0.60765,0.94227,0.00402,0.75619,0.62633,0.66975,0.30101,1.97061,1.24557,1.36913,0,0.000569366,0.000569366,0.000569366,5.69366e-05
160,10306.5,1.07901,0.60338,0.93826,0.00396,0.75413,0.6242,0.66986,0.30027,1.97121,1.24599,1.3701,0,0.00054578,0.00054578,0.00054578,5.4578e-05
161,10369,1.08938,0.60493,0.94538,0.0039,0.75243,0.62591,0.66971,0.30015,1.97274,1.24775,1.37152,0,0.000522683,0.000522683,0.000522683,5.22683e-05
162,10430.5,1.08297,0.59821,0.94069,0.00385,0.74521,0.62739,0.66858,0.30006,1.97276,1.24899,1.37152,0,0.000500079,0.000500079,0.000500079,5.00079e-05
163,10494.3,1.08306,0.59737,0.94282,0.00379,0.74979,0.62351,0.66787,0.29952,1.97254,1.25014,1.37083,0,0.000477976,0.000477976,0.000477976,4.77976e-05
164,10558.2,1.08608,0.60072,0.94415,0.00373,0.75579,0.6189,0.66711,0.30101,1.97403,1.25076,1.37205,0,0.000456377,0.000456377,0.000456377,4.56377e-05
165,10622.8,1.07672,0.59416,0.93724,0.00367,0.75725,0.61927,0.66723,0.30077,1.97386,1.25072,1.37264,0,0.000435288,0.000435288,0.000435288,4.35288e-05
166,10684.4,1.07821,0.59914,0.93932,0.00361,0.76637,0.60938,0.66759,0.30065,1.97497,1.25125,1.3736,0,0.000414716,0.000414716,0.000414716,4.14716e-05
167,10744.8,1.07878,0.59772,0.9394,0.00356,0.76898,0.60777,0.6671,0.30105,1.97726,1.25181,1.37656,0,0.000394663,0.000394663,0.000394663,3.94663e-05
168,10805.9,1.07391,0.59511,0.9382,0.00351,0.76814,0.60616,0.66748,0.30078,1.97853,1.25315,1.37756,0,0.000375137,0.000375137,0.000375137,3.75137e-05
169,10871.7,1.06803,0.58906,0.9357,0.00345,0.76893,0.60616,0.66729,0.30075,1.97876,1.25366,1.37751,0,0.000356141,0.000356141,0.000356141,3.56141e-05
170,10933.4,1.06954,0.58616,0.93666,0.00342,0.76668,0.60697,0.66748,0.30065,1.9805,1.25388,1.37932,0,0.00033768,0.00033768,0.00033768,3.3768e-05
171,10997.4,1.06545,0.58773,0.93411,0.00336,0.7637,0.60616,0.667,0.3002,1.98079,1.25518,1.37989,0,0.000319759,0.000319759,0.000319759,3.19759e-05
172,11059.1,1.06666,0.58665,0.93453,0.00332,0.76259,0.60616,0.66741,0.3006,1.98157,1.25592,1.38069,0,0.000302382,0.000302382,0.000302382,3.02382e-05
173,11121.7,1.07158,0.59062,0.9367,0.00328,0.76746,0.6051,0.66772,0.30054,1.98131,1.25853,1.38069,0,0.000285553,0.000285553,0.000285553,2.85553e-05
174,11185,1.06155,0.59204,0.93537,0.00324,0.76992,0.6051,0.66669,0.29995,1.98208,1.25804,1.38153,0,0.000269277,0.000269277,0.000269277,2.69277e-05
175,11250.2,1.06506,0.58126,0.93978,0.00318,0.77125,0.60297,0.66733,0.29935,1.98355,1.25936,1.38225,0,0.000253557,0.000253557,0.000253557,2.53557e-05
176,11313.4,1.06255,0.57655,0.93387,0.00314,0.76919,0.60297,0.6665,0.29947,1.98387,1.26037,1.38265,0,0.000238398,0.000238398,0.000238398,2.38398e-05
177,11376,1.06662,0.58131,0.93514,0.00311,0.77147,0.60204,0.66615,0.29952,1.98486,1.26149,1.38373,0,0.000223803,0.000223803,0.000223803,2.23803e-05
178,11439.5,1.05662,0.57997,0.93686,0.00307,0.77354,0.60085,0.66647,0.29895,1.98556,1.26239,1.38438,0,0.000209776,0.000209776,0.000209776,2.09776e-05
179,11502.9,1.04933,0.57655,0.93059,0.00304,0.77578,0.60191,0.66669,0.29909,1.9847,1.26127,1.38442,0,0.00019632,0.00019632,0.00019632,1.9632e-05
180,11568.6,1.05405,0.57732,0.93631,0.003,0.77766,0.60523,0.66717,0.299,1.9844,1.26164,1.38426,0,0.000183439,0.000183439,0.000183439,1.83439e-05
181,11634.5,1.05303,0.58223,0.93522,0.00297,0.78282,0.60076,0.66695,0.29948,1.98485,1.26241,1.38499,0,0.000171135,0.000171135,0.000171135,1.71135e-05
182,11696,1.05129,0.57538,0.93317,0.00294,0.76359,0.6051,0.66504,0.29977,1.98614,1.26262,1.38613,0,0.000159412,0.000159412,0.000159412,1.59412e-05
183,11756.6,1.05658,0.57607,0.93464,0.00291,0.77873,0.59776,0.66427,0.29905,1.98754,1.26435,1.38736,0,0.000148273,0.000148273,0.000148273,1.48273e-05
184,11817.7,1.04325,0.57196,0.93305,0.00288,0.77846,0.59684,0.66465,0.29851,1.98815,1.26545,1.38808,0,0.00013772,0.00013772,0.00013772,1.3772e-05
185,11881,1.05669,0.57408,0.93691,0.00286,0.77783,0.59467,0.66396,0.29882,1.98819,1.266,1.38851,0,0.000127757,0.000127757,0.000127757,1.27757e-05
186,11944.9,1.05253,0.58175,0.9314,0.00283,0.78143,0.59207,0.6621,0.29846,1.9884,1.26682,1.38877,0,0.000118384,0.000118384,0.000118384,1.18384e-05
187,12008.9,1.05424,0.57481,0.93845,0.0028,0.78214,0.59236,0.66401,0.29845,1.98858,1.26507,1.38895,0,0.000109606,0.000109606,0.000109606,1.09606e-05
188,12071.5,1.05022,0.57137,0.92888,0.00278,0.77935,0.59448,0.66222,0.29798,1.98923,1.26622,1.38962,0,0.000101424,0.000101424,0.000101424,1.01424e-05
189,12135.3,1.04156,0.57079,0.93184,0.00276,0.78041,0.59609,0.6639,0.29753,1.98891,1.26746,1.39,0,9.38391e-05,9.38391e-05,9.38391e-05,9.38391e-06
190,12197.1,1.05258,0.5724,0.9306,0.00274,0.77859,0.59728,0.66449,0.29727,1.98863,1.26731,1.38936,0,8.68544e-05,8.68544e-05,8.68544e-05,8.68544e-06
191,12261.8,1.09357,0.58797,0.97674,0.00271,0.77958,0.59766,0.6645,0.29741,1.98895,1.26752,1.3901,0,8.04714e-05,8.04714e-05,8.04714e-05,8.04714e-06
192,12324.6,1.05266,0.56806,0.96378,0.0027,0.78376,0.59637,0.66579,0.29742,1.98804,1.26767,1.39001,0,7.46914e-05,7.46914e-05,7.46914e-05,7.46914e-06
193,12384.6,1.02496,0.54431,0.95147,0.00269,0.78932,0.58862,0.66659,0.29635,1.98836,1.26828,1.39049,0,6.95161e-05,6.95161e-05,6.95161e-05,6.95161e-06
194,12444.1,1.02732,0.54711,0.95668,0.00268,0.73993,0.6252,0.6671,0.29659,1.98875,1.27059,1.39121,0,6.49466e-05,6.49466e-05,6.49466e-05,6.49466e-06
195,12504,1.01925,0.54059,0.9491,0.00266,0.79306,0.5913,0.66875,0.296,1.98898,1.27175,1.39157,0,6.09841e-05,6.09841e-05,6.09841e-05,6.09841e-06
196,12564.6,1.01487,0.53733,0.95369,0.00265,0.79309,0.58594,0.66649,0.29508,1.98947,1.27164,1.39264,0,5.76296e-05,5.76296e-05,5.76296e-05,5.76296e-06
197,12624.8,1.01662,0.53247,0.9538,0.00265,0.83365,0.56391,0.6655,0.29505,1.98852,1.2724,1.39258,0,5.48838e-05,5.48838e-05,5.48838e-05,5.48838e-06
198,12689.5,1.01185,0.53523,0.95119,0.00264,0.83534,0.56369,0.66579,0.29406,1.98929,1.27229,1.39452,0,5.27476e-05,5.27476e-05,5.27476e-05,5.27476e-06
199,12750,1.01235,0.53402,0.95156,0.00263,0.83416,0.56369,0.66458,0.29419,1.99022,1.27279,1.39543,0,5.12213e-05,5.12213e-05,5.12213e-05,5.12213e-06
200,12809.9,1.01632,0.53556,0.95407,0.00264,0.7391,0.62251,0.66459,0.29299,1.99038,1.27289,1.39607,0,5.03053e-05,5.03053e-05,5.03053e-05,5.03053e-06
