epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
57,232.377,2.6973,2.64606,1.93583,0.01419,0.29044,0.09836,0.0968,0.02967,3.09713,2.96708,2.23438,0,0.00410262,0.00410262,0.00410262,0.000410262
58,235.676,2.6993,2.60971,1.90264,0.01414,0.32319,0.15301,0.14903,0.04829,2.79114,2.8215,2.12753,0,0.00407248,0.00407248,0.00407248,0.000407248
59,239.488,2.71251,2.56684,1.95596,0.01409,0.28197,0.1867,0.14936,0.05016,2.74978,2.77374,2.10481,0,0.00404194,0.00404194,0.00404194,0.000404194
60,243.301,2.73698,2.61086,1.99432,0.01395,0.19319,0.19672,0.1212,0.04305,2.76512,2.93429,2.17338,0,0.00401104,0.00401104,0.00401104,0.000401104
61,247.735,2.67599,2.56647,1.93121,0.01381,0.25175,0.14208,0.11804,0.0426,2.8182,3.24932,2.20972,0,0.00397977,0.00397977,0.00397977,0.000397977
62,251.527,2.68569,2.56038,1.93813,0.01381,0.15795,0.10968,0.09318,0.0347,2.81935,3.06036,2.23905,0,0.00394814,0.00394814,0.00394814,0.000394814
63,255.24,2.66823,2.5202,1.89313,0.01367,0.25155,0.15301,0.13088,0.0438,2.75139,2.95126,2.12724,0,0.00391616,0.00391616,0.00391616,0.000391616
64,258.813,2.62892,2.64234,1.9136,0.01356,0.24873,0.1694,0.12651,0.04126,2.74834,2.90557,2.11383,0,0.00388383,0.00388383,0.00388383,0.000388383
65,262.413,2.5931,2.50428,1.85359,0.01345,0.19007,0.12568,0.08198,0.02988,2.7976,3.09592,2.16201,0,0.00385117,0.00385117,0.00385117,0.000385117
66,265.386,2.55559,2.46857,1.80466,0.01339,0.24525,0.13115,0.08986,0.02968,2.77197,2.89786,2.17809,0,0.00381818,0.00381818,0.00381818,0.000381818
67,268.987,2.66013,2.55247,1.85633,0.01324,0.25085,0.13661,0.1421,0.04041,2.76393,2.68117,2.12591,0,0.00378488,0.00378488,0.00378488,0.000378488
68,272.643,2.59601,2.49293,1.87444,0.01325,0.26719,0.18579,0.14971,0.04739,2.74295,2.65127,2.14663,0,0.00375126,0.00375126,0.00375126,0.000375126
69,276.407,2.56427,2.44677,1.80278,0.01306,0.25141,0.19126,0.14231,0.04465,2.74607,2.68518,2.10956,0,0.00371734,0.00371734,0.00371734,0.000371734
70,279.949,2.53216,2.3885,1.81388,0.01304,0.32163,0.17486,0.17436,0.05313,2.73498,2.69692,2.08147,0,0.00368313,0.00368313,0.00368313,0.000368313
71,284.17,2.59688,2.49787,1.8893,0.01295,0.34853,0.19126,0.19087,0.05695,2.72569,2.66474,2.07363,0,0.00364863,0.00364863,0.00364863,0.000364863
72,287.902,2.52914,2.42979,1.82212,0.0128,0.41948,0.20765,0.20059,0.06351,2.70666,2.57504,2.09273,0,0.00361385,0.00361385,0.00361385,0.000361385
73,291.457,2.51208,2.43807,1.86481,0.0128,0.3194,0.20765,0.18908,0.05559,2.72445,2.75402,2.10711,0,0.0035788,0.0035788,0.0035788,0.00035788
74,295.081,2.59355,2.4719,1.87529,0.01264,0.3438,0.19126,0.18439,0.06145,2.71893,2.64637,2.10613,0,0.0035435,0.0035435,0.0035435,0.00035435
75,298.213,2.55635,2.41299,1.82926,0.01253,0.44691,0.12022,0.13041,0.04212,2.79049,2.98645,2.15334,0,0.00350794,0.00350794,0.00350794,0.000350794
76,301.772,2.46203,2.39984,1.77899,0.01235,0.43239,0.15847,0.16682,0.05883,2.72727,2.7074,2.07057,0,0.00347214,0.00347214,0.00347214,0.000347214
77,305.402,2.54261,2.43056,1.86716,0.01242,0.27325,0.2459,0.17798,0.06065,2.75454,2.69797,2.105,0,0.00343611,0.00343611,0.00343611,0.000343611
78,309.018,2.54955,2.42266,1.85625,0.01222,0.43353,0.1673,0.17301,0.05787,2.63964,2.72355,2.03514,0,0.00339985,0.00339985,0.00339985,0.000339985
79,312.539,2.5786,2.42193,1.846,0.01207,0.28519,0.18033,0.13656,0.05075,2.6453,2.73434,2.05162,0,0.00336338,0.00336338,0.00336338,0.000336338
80,316.135,2.47058,2.39998,1.8018,0.01197,0.40415,0.1694,0.16681,0.05971,2.8103,2.59137,2.13099,0,0.0033267,0.0033267,0.0033267,0.00033267
81,320.613,2.5245,2.37755,1.77211,0.01191,0.30456,0.20103,0.17745,0.06237,2.81512,2.62265,2.09486,0,0.00328982,0.00328982,0.00328982,0.000328982
82,324.413,2.59501,2.38179,1.85032,0.01186,0.34777,0.20105,0.18237,0.05943,2.70999,2.54365,2.07091,0,0.00325275,0.00325275,0.00325275,0.000325275
83,327.36,2.50677,2.34413,1.81539,0.01164,0.33659,0.22404,0.17775,0.06867,2.67503,2.56682,2.03847,0,0.0032155,0.0032155,0.0032155,0.00032155
84,331.045,2.52031,2.32678,1.81159,0.01155,0.3107,0.17243,0.17544,0.06804,2.6417,2.53833,2.04321,0,0.00317809,0.00317809,0.00317809,0.000317809
85,334.749,2.45056,2.3025,1.77736,0.01147,0.24933,0.20765,0.11987,0.04282,2.73456,2.75547,2.1389,0,0.00314051,0.00314051,0.00314051,0.000314051
86,338.47,2.48235,2.2933,1.76561,0.01138,0.34344,0.22404,0.19057,0.06403,2.67701,2.61582,2.09379,0,0.00310278,0.00310278,0.00310278,0.000310278
87,342.338,2.49254,2.23562,1.76114,0.01131,0.2187,0.22951,0.13487,0.05141,2.76719,2.74505,2.14823,0,0.0030649,0.0030649,0.0030649,0.00030649
88,346.125,2.40491,2.24984,1.78181,0.01113,0.42315,0.23497,0.2453,0.08192,2.64304,2.41911,2.02837,0,0.0030269,0.0030269,0.0030269,0.00030269
89,350.045,2.4009,2.28501,1.73742,0.01102,0.37686,0.2459,0.23379,0.08462,2.62609,2.43712,2.00569,0,0.00298877,0.00298877,0.00298877,0.000298877
90,353.934,2.40589,2.37059,1.70528,0.01093,0.38175,0.23497,0.2318,0.07015,2.63613,2.43894,2.04929,0,0.00295052,0.00295052,0.00295052,0.000295052
91,358.237,2.43586,2.25145,1.73362,0.0108,0.40426,0.21858,0.23063,0.07825,2.53828,2.49254,1.98831,0,0.00291218,0.00291218,0.00291218,0.000291218
92,361.588,2.33988,2.28535,1.74185,0.01068,0.43161,0.22951,0.21541,0.07224,2.57061,2.53078,2.00765,0,0.00287373,0.00287373,0.00287373,0.000287373
93,365.282,2.46794,2.26178,1.78007,0.01064,0.28583,0.08197,0.08239,0.02569,3.07227,3.25676,2.20985,0,0.0028352,0.0028352,0.0028352,0.00028352
94,368.962,2.40383,2.23031,1.72095,0.01048,0.41113,0.2623,0.24239,0.09151,2.55182,2.4219,1.96505,0,0.00279659,0.00279659,0.00279659,0.000279659
95,372.67,2.41887,2.28115,1.76804,0.0103,0.42893,0.27501,0.26211,0.09337,2.5525,2.37013,1.97183,0,0.00275792,0.00275792,0.00275792,0.000275792
96,376.351,2.38009,2.3157,1.77074,0.01028,0.34809,0.25137,0.21438,0.07448,2.58121,2.54632,2.04324,0,0.00271919,0.00271919,0.00271919,0.000271919
97,380.069,2.39424,2.24161,1.71729,0.01017,0.40006,0.23322,0.22168,0.08311,2.49172,2.42086,1.9347,0,0.00268041,0.00268041,0.00268041,0.000268041
98,384,2.35587,2.19152,1.69719,0.01006,0.37295,0.23497,0.22679,0.08561,2.51348,2.38375,1.94361,0,0.00264159,0.00264159,0.00264159,0.000264159
99,387.706,2.38071,2.16708,1.70511,0.00994,0.34785,0.15301,0.14079,0.05062,2.68572,2.80831,2.09188,0,0.00260274,0.00260274,0.00260274,0.000260274
100,390.811,2.34424,2.21136,1.71525,0.0099,0.4867,0.2459,0.25866,0.09185,2.57133,2.31572,2.02212,0,0.00256388,0.00256388,0.00256388,0.000256388
101,395.151,2.30378,2.14413,1.69112,0.00973,0.43672,0.25683,0.25036,0.07549,2.64513,2.30328,2.04896,0,0.002525,0.002525,0.002525,0.0002525
102,398.973,2.4178,2.24011,1.76343,0.00961,0.45048,0.25683,0.25794,0.09023,2.58209,2.34519,1.98581,0,0.00248612,0.00248612,0.00248612,0.000248612
103,402.609,2.30143,2.1575,1.67596,0.0095,0.41442,0.24365,0.21549,0.06384,2.6424,2.47855,2.012,0,0.00244726,0.00244726,0.00244726,0.000244726
104,406.439,2.31012,2.15809,1.69339,0.00942,0.36935,0.19672,0.19295,0.06769,2.66219,2.50224,2.02598,0,0.00240841,0.00240841,0.00240841,0.000240841
105,410.058,2.26365,2.16597,1.66771,0.00929,0.49035,0.25137,0.27197,0.0949,2.54444,2.30258,1.98,0,0.00236959,0.00236959,0.00236959,0.000236959
106,413.79,2.2867,2.15999,1.73721,0.00919,0.44683,0.23497,0.24583,0.08339,2.53516,2.31534,1.97204,0,0.00233081,0.00233081,0.00233081,0.000233081
107,417.621,2.33972,2.13832,1.67914,0.00909,0.40491,0.2459,0.22579,0.08132,2.52309,2.45945,1.96548,0,0.00229208,0.00229208,0.00229208,0.000229208
108,421.583,2.27672,2.08336,1.6799,0.00895,0.48705,0.24044,0.25023,0.08962,2.53367,2.30287,1.99871,0,0.00225341,0.00225341,0.00225341,0.000225341
109,424.616,2.31271,2.16084,1.68633,0.00886,0.42647,0.25137,0.2556,0.08277,2.61265,2.38649,1.99753,0,0.0022148,0.0022148,0.0022148,0.00022148
110,428.568,2.25865,2.06345,1.65918,0.00871,0.49968,0.27869,0.27287,0.09898,2.52332,2.26607,1.96617,0,0.00217627,0.00217627,0.00217627,0.000217627
111,433.16,2.25489,2.10914,1.63919,0.00863,0.37548,0.28415,0.24138,0.08221,2.52359,2.41621,1.9689,0,0.00213782,0.00213782,0.00213782,0.000213782
112,437.065,2.29995,2.1579,1.68997,0.00853,0.35803,0.28951,0.27004,0.09038,2.57607,2.29159,1.96002,0,0.00209948,0.00209948,0.00209948,0.000209948
113,440.806,2.22249,2.09223,1.6253,0.00839,0.42282,0.2623,0.23037,0.07363,2.65554,2.49825,2.01385,0,0.00206123,0.00206123,0.00206123,0.000206123
114,444.418,2.25277,2.07221,1.65525,0.00827,0.26318,0.1694,0.13913,0.05167,2.78993,2.65535,2.09041,0,0.0020231,0.0020231,0.0020231,0.00020231
115,448.284,2.28321,2.11536,1.64933,0.00821,0.41381,0.25683,0.24287,0.08966,2.64487,2.38976,2.02089,0,0.0019851,0.0019851,0.0019851,0.00019851
116,451.98,2.31932,2.09276,1.68282,0.00814,0.42391,0.26776,0.25844,0.09846,2.54967,2.27146,1.97713,0,0.00194722,0.00194722,0.00194722,0.000194722
117,454.998,2.24653,2.0222,1.65122,0.00804,0.31495,0.30055,0.22966,0.0795,2.5863,2.29668,1.97354,0,0.00190949,0.00190949,0.00190949,0.000190949
118,458.703,2.30873,2.09659,1.68329,0.00787,0.3905,0.27869,0.27665,0.09861,2.57828,2.25914,1.97891,0,0.00187191,0.00187191,0.00187191,0.000187191
119,462.41,2.24032,2.05743,1.68167,0.00781,0.45475,0.18579,0.1978,0.0719,2.70059,2.46095,2.03316,0,0.0018345,0.0018345,0.0018345,0.00018345
120,466.154,2.20727,2.026,1.64504,0.00764,0.47388,0.2623,0.29064,0.099,2.54342,2.29415,1.96516,0,0.00179725,0.00179725,0.00179725,0.000179725
121,470.7,2.2035,2.01566,1.6199,0.00754,0.41176,0.21858,0.23804,0.08475,2.63638,2.36494,2.01822,0,0.00176018,0.00176018,0.00176018,0.000176018
122,474.56,2.21205,2.04978,1.64776,0.0075,0.36506,0.24044,0.24628,0.08057,2.5917,2.39609,2.01002,0,0.0017233,0.0017233,0.0017233,0.00017233
123,478.312,2.23289,2.04843,1.65261,0.0074,0.35019,0.27869,0.26988,0.09787,2.53264,2.31438,1.97553,0,0.00168662,0.00168662,0.00168662,0.000168662
124,481.92,2.23623,2.0667,1.62699,0.0073,0.40379,0.27322,0.2715,0.09576,2.54491,2.31156,1.97798,0,0.00165015,0.00165015,0.00165015,0.000165015
125,485.573,2.25701,2.07199,1.60092,0.00716,0.45304,0.28415,0.26979,0.09867,2.50554,2.25246,1.91543,0,0.00161389,0.00161389,0.00161389,0.000161389
126,488.808,2.2021,2.01749,1.62863,0.00708,0.57916,0.2459,0.28337,0.09802,2.53939,2.29595,1.95388,0,0.00157786,0.00157786,0.00157786,0.000157786
127,492.3,2.24396,1.97504,1.62991,0.00697,0.55846,0.24044,0.30099,0.10721,2.55672,2.22587,1.94564,0,0.00154206,0.00154206,0.00154206,0.000154206
